course_id,title,title_url,image,summary,rating,review,duration,no_of_lectures,level_course,author,course_card_rating,price
,"CorelDRAW 9 for Beginners: Graphic Design in Corel Draw
Learn how to design in Corel DRAW with these easy-to-follow Corel Draw lessons. Learn Corel Draw online.Rating: 4.0 out of 536 reviews2 total hours18 lecturesBeginner",https://www.udemy.com/course/coreldraw-9-for-beginners-graphic-design-in-corel-draw/,https://img-c.udemycdn.com/course/240x135/3879060_21fe_6.jpg,Learn how to design in Corel DRAW with these easy-to-follow Corel Draw lessons. Learn Corel Draw online.,Rating: 4.0 out of 5,36 reviews,2 total hours,18 lectures,Beginner,Muhammad Osama Kayani,-36,Free
,"Photoshop, Illustrator, Indesign, Wordpress avec votre CPF
Utiliser votre CPF pour apprendre Photoshop, Illustrator, Indesign, Wordpress GratuitementRating: 4.0 out of 536 reviews1 total hour44 lecturesBeginner",https://www.udemy.com/course/photoshop-illustrator-indesign-wordpress-avec-votre-cpf/,https://img-c.udemycdn.com/course/240x135/4026110_d518_2.jpg,"Utiliser votre CPF pour apprendre Photoshop, Illustrator, Indesign, Wordpress Gratuitement",Rating: 4.0 out of 5,36 reviews,1 total hour,44 lectures,Beginner,Graphimeo E-Learning,-36,Free
,"optimum design with Ansys static structure
meechanical designRating: 4.0 out of 535 reviews1.5 total hours10 lecturesIntermediate",https://www.udemy.com/course/optimum-design-with-ansys-static-structure/,https://img-c.udemycdn.com/course/240x135/1655682_1d08_2.jpg,meechanical design,Rating: 4.0 out of 5,35 reviews,1.5 total hours,10 lectures,Intermediate,Islam Atta Saad,-35,Free
,"اساسيات النماذج
تعلم كيف تبني نماذج لفكرتك و تختبرها مع المستخدمينRating: 4.0 out of 535 reviews31 total mins14 lecturesBeginner",https://www.udemy.com/course/proto-basic/,https://img-c.udemycdn.com/course/240x135/1911302_98a5.jpg,تعلم كيف تبني نماذج لفكرتك و تختبرها مع المستخدمين,Rating: 4.0 out of 5,35 reviews,31 total mins,14 lectures,Beginner,Abdulaziz Dhahri,-35,Free
,"A Essência e a Prática do BIM usando o Revit
O verdadeiro BIM que todos querem utilizar mas não sabem como fazer.Rating: 4.6 out of 535 reviews1.5 total hours7 lecturesBeginner",https://www.udemy.com/course/a-essencia-e-a-pratica-do-bim-usando-o-revit/,https://img-c.udemycdn.com/course/240x135/4322818_563c_2.jpg,O verdadeiro BIM que todos querem utilizar mas não sabem como fazer.,Rating: 4.6 out of 5,35 reviews,1.5 total hours,7 lectures,Beginner,Fábio Formighieri,-35,Free
,"Learn Autodesk®AutoCAD Structural Detailing®l Concrete Model
Learn Autodesk®AutoCAD Structural Detailing® l Concrete Module for Example l Wagih AbbasRating: 4.7 out of 535 reviews1 total hour11 lecturesAll Levels",https://www.udemy.com/course/learn-autodeskautocad-structural-detailingl-concrete-model/,https://img-c.udemycdn.com/course/240x135/2447626_244e_3.jpg,Learn Autodesk®AutoCAD Structural Detailing® l Concrete Module for Example l Wagih Abbas,Rating: 4.7 out of 5,35 reviews,1 total hour,11 lectures,All Levels,Wagih Abbas,-35,Free
,"Blender: Modelado y animación de personajes 3D desde Cero
Descubre el emocionante mundo de Blender, modelado y animación 3D para diferentes usos, videosjuegos, AR, cine, etcRating: 4.6 out of 535 reviews2 total hours11 lecturesAll Levels",https://www.udemy.com/course/blender-modelado-y-animacion-de-personajes-3d-desde-cero/,https://img-c.udemycdn.com/course/240x135/5356864_0161.jpg,"Descubre el emocionante mundo de Blender, modelado y animación 3D para diferentes usos, videosjuegos, AR, cine, etc",Rating: 4.6 out of 5,35 reviews,2 total hours,11 lectures,All Levels,Kenneth Alvarenga,-35,Free
,"Wordpress : créer son site
Réalisez un site sans compétence technique !Rating: 4.3 out of 535 reviews2 total hours19 lecturesBeginner",https://www.udemy.com/course/creer-un-site-internet-avec-wordpress/,https://img-c.udemycdn.com/course/240x135/4380360_a379_5.jpg,Réalisez un site sans compétence technique !,Rating: 4.3 out of 5,35 reviews,2 total hours,19 lectures,Beginner,Jeremy Ruiz,-35,Free
,"Shopify Tutorial for Beginners - Design an Attractive Store
A Shopify tutorial for complete beginners who want to build an online storeRating: 4.6 out of 535 reviews1.5 total hours14 lecturesAll Levels",https://www.udemy.com/course/shopify-tutorial-for-beginners-design-an-attractive-store/,https://img-c.udemycdn.com/course/240x135/4881080_8e93.jpg,A Shopify tutorial for complete beginners who want to build an online store,Rating: 4.6 out of 5,35 reviews,1.5 total hours,14 lectures,All Levels,Ahsan Danish,-35,Free
,"Revit Mass Kursu Başlangıç Seviyesi
Revit ile Kutleleri rahatlıkla oluşturunRating: 4.9 out of 534 reviews1 total hour7 lecturesBeginner",https://www.udemy.com/course/revit-mass-kursu-baslangc-seviyesi/,https://img-c.udemycdn.com/course/240x135/5027446_f5dc.jpg,Revit ile Kutleleri rahatlıkla oluşturun,Rating: 4.9 out of 5,34 reviews,1 total hour,7 lectures,Beginner,Tifa Studio,-34,Free
,"Fusion360 ile Hızlı Prototipleme (Part 2)
Autodesk Fusion360 ile Adım Adım Proje YapımıRating: 4.4 out of 534 reviews1 total hour5 lecturesBeginner",https://www.udemy.com/course/fusion360ilehizliprototipleme-part2/,https://img-c.udemycdn.com/course/240x135/3072190_acca_5.jpg,Autodesk Fusion360 ile Adım Adım Proje Yapımı,Rating: 4.4 out of 5,34 reviews,1 total hour,5 lectures,Beginner,HisarCS .),-34,Free
,"curso basico de blender
Aprenda blenderRating: 4.1 out of 534 reviews32 total mins8 lecturesAll Levels",https://www.udemy.com/course/curso-completo-de-blender/,https://img-c.udemycdn.com/course/240x135/2435242_bbaa_2.jpg,Aprenda blender,Rating: 4.1 out of 5,34 reviews,32 total mins,8 lectures,All Levels,Claudio Veronica da Silva Junior,-34,Free
,"Merancang dan Mengkreasikan Iklan Dengan Semiotika Visual
Belajar Merancang dan Mengkreasikan Iklan Dengan Semiotika VisualRating: 4.7 out of 534 reviews36 total mins5 lecturesBeginner",https://www.udemy.com/course/merancang-dan-mengkreasikan-iklan-dengan-semiotika-visual/,https://img-c.udemycdn.com/course/240x135/2799486_e6bc_2.jpg,Belajar Merancang dan Mengkreasikan Iklan Dengan Semiotika Visual,Rating: 4.7 out of 5,34 reviews,36 total mins,5 lectures,Beginner,UMN Digital Learning,-34,Free
,"How to make website WordPress كيفية انشاء موقع وردبريس
بعد اكمال هذه الدورة تستطيع ان تعمل في انشاء وتصميم المواقع الالكترونية باستخدام وردبريسRating: 4.9 out of 534 reviews1.5 total hours13 lecturesAll Levels",https://www.udemy.com/course/qlvurldy/,https://img-c.udemycdn.com/course/240x135/4430984_58dd_3.jpg,بعد اكمال هذه الدورة تستطيع ان تعمل في انشاء وتصميم المواقع الالكترونية باستخدام وردبريس,Rating: 4.9 out of 5,34 reviews,1.5 total hours,13 lectures,All Levels,Mohamed Nasser,-34,Free
,"Autodesk Inventor Profissional - Primeiros Passos
Conhecendo Autodesk Inventor ProfessionalRating: 4.6 out of 533 reviews1.5 total hours14 lecturesBeginner",https://www.udemy.com/course/autodesk-inventor-profissional-primeiros-passos/,https://img-c.udemycdn.com/course/240x135/4047464_b8d1.jpg,Conhecendo Autodesk Inventor Professional,Rating: 4.6 out of 5,33 reviews,1.5 total hours,14 lectures,Beginner,Ben-hur Demetrius,-33,Free
,"( Watermark Software )دورة تصميم واضافة علامة مائية للصور بـ
ضع علامتك المائية على صورك واحفظ حقوق الملكية الخاصة بهاRating: 4.3 out of 533 reviews1 total hour11 lecturesAll Levels",https://www.udemy.com/course/watermark-software/,https://img-c.udemycdn.com/course/240x135/1646254_4358.jpg,ضع علامتك المائية على صورك واحفظ حقوق الملكية الخاصة بها,Rating: 4.3 out of 5,33 reviews,1 total hour,11 lectures,All Levels,Omer Atef,-33,Free
,"Elegant themesのおしゃれなWordPressデザインテーマDIVIの使い方
DIVIは海外のWordPressテーマです。DIVIビルダーを使うことによって直感的な操作でおしゃれでかっこいいサイトを簡単に作ることができます。Bloomプラグインを連携することでリードジェネレーションの仕組みも構築することができます。Rating: 4.4 out of 533 reviews1 total hour24 lecturesBeginner",https://www.udemy.com/course/elegant-themes-divi/,https://img-c.udemycdn.com/course/240x135/2570648_4592_5.jpg,DIVIは海外のWordPressテーマです。DIVIビルダーを使うことによって直感的な操作でおしゃれでかっこいいサイトを簡単に作ることができます。Bloomプラグインを連携することでリードジェネレーションの仕組みも構築することができます。,Rating: 4.4 out of 5,33 reviews,1 total hour,24 lectures,Beginner,山田 どうそん,-33,Free
,"Modelando uma lanterna utilizando AutoDESK Inventor 2019
Exercício de modelagem 3D utilizando InventorRating: 4.3 out of 533 reviews4 total hours19 lecturesBeginner",https://www.udemy.com/course/modelando-uma-lanterna-utilizando-autodesk-inventor-2019/,https://img-c.udemycdn.com/course/240x135/2263180_29dc_2.jpg,Exercício de modelagem 3D utilizando Inventor,Rating: 4.3 out of 5,33 reviews,4 total hours,19 lectures,Beginner,Felipe Rodrigues Bignardi,-33,Free
,"Curso Autocad 2D e 3D 2019 - Introdução
Introdução básica ao Autocad 2019Rating: 4.3 out of 532 reviews1 total hour12 lecturesBeginner",https://www.udemy.com/course/autocad-2d-e-3d-2019-introducao/,https://img-c.udemycdn.com/course/240x135/4127260_c56e.jpg,Introdução básica ao Autocad 2019,Rating: 4.3 out of 5,32 reviews,1 total hour,12 lectures,Beginner,Ben-hur Demetrius,-32,Free
,"SketchUp Pro 2021 Baştan Sona Modelleme
Baştan Sona ModellemeRating: 4.2 out of 532 reviews1.5 total hours5 lecturesIntermediate",https://www.udemy.com/course/sketchup-pro-2021-bastan-sona-villa-modelleme/,https://img-c.udemycdn.com/course/240x135/4486024_ce05_6.jpg,Baştan Sona Modelleme,Rating: 4.2 out of 5,32 reviews,1.5 total hours,5 lectures,Intermediate,Osman Yaşar,-32,Free
,"Solidworks - Primeiros passos
Iniciando Solidworks PremiumRating: 4.7 out of 532 reviews2 total hours31 lecturesBeginner",https://www.udemy.com/course/solidworks-primeiros-passos/,https://img-c.udemycdn.com/course/240x135/4002698_c794.jpg,Iniciando Solidworks Premium,Rating: 4.7 out of 5,32 reviews,2 total hours,31 lectures,Beginner,Ben-hur Demetrius,-32,Free
,"Autodesk Autocad LT Temel Araç ve Teknikleri - Bölüm 2
İki boyut çizimler için profesyonel tercihRating: 4.7 out of 532 reviews2 total hours37 lecturesAll Levels",https://www.udemy.com/course/autodesk-autocad-lt-temel-arac-ve-teknikleri-bolum-2/,https://img-c.udemycdn.com/course/240x135/4026310_430a_2.jpg,İki boyut çizimler için profesyonel tercih,Rating: 4.7 out of 5,32 reviews,2 total hours,37 lectures,All Levels,Penta Teknoloji,-32,Free
,"Curso Maya e Arnold Produzindo veículo Cartoon
Modele, aplique texturas, crie uma iluminação e finalize uma cena completa com o Maya e o Arnold Renderer.Rating: 4.6 out of 532 reviews1.5 total hours20 lecturesIntermediate",https://www.udemy.com/course/curso-maya-e-arnold-produzindo-veiculo-cartoon/,https://img-c.udemycdn.com/course/240x135/2014834_7789.jpg,"Modele, aplique texturas, crie uma iluminação e finalize uma cena completa com o Maya e o Arnold Renderer.",Rating: 4.6 out of 5,32 reviews,1.5 total hours,20 lectures,Intermediate,"Luiz Henrique ""CG Cursos""",-32,Free
,"3ds max Corso Gratuito Tips e Soluzioni
In questo corso studieremo i trucchi per utilizzare 3ds max al meglio.Rating: 4.4 out of 531 reviews3 total hours19 lecturesAll Levels",https://www.udemy.com/course/3ds-max-corso-gratuito-tips-e-soluzioni/,https://img-c.udemycdn.com/course/240x135/2503356_b7c8.jpg,In questo corso studieremo i trucchi per utilizzare 3ds max al meglio.,Rating: 4.4 out of 5,31 reviews,3 total hours,19 lectures,All Levels,Marcello Pattarin,-31,Free
,"Modelando um avião no 3DS MAX.
Você criará um avião estilo cartoon completo!Rating: 4.5 out of 531 reviews3 total hours38 lecturesBeginner",https://www.udemy.com/course/modelando-um-aviao-no-3ds-max/,https://img-c.udemycdn.com/course/240x135/2040510_96c6.jpg,Você criará um avião estilo cartoon completo!,Rating: 4.5 out of 5,31 reviews,3 total hours,38 lectures,Beginner,Diego de Jesus Penaforte,-31,Free
,"বাংলাতে কার্টুন অ্যানিমেশন টিউটোরিয়াল অ্যাডোব অ্যানিমেট সিস
বাংলাতে কার্টুন অ্যানিমেশন টিউটোরিয়াল অ্যাডোব অ্যানিমেট সিসিRating: 4.7 out of 531 reviews2 total hours10 lecturesAll Levels",https://www.udemy.com/course/cartoon-animation-in-adobe-animate-cc/,https://img-c.udemycdn.com/course/240x135/4297882_2c65_3.jpg,বাংলাতে কার্টুন অ্যানিমেশন টিউটোরিয়াল অ্যাডোব অ্যানিমেট সিসি,Rating: 4.7 out of 5,31 reviews,2 total hours,10 lectures,All Levels,MD. Readwanul Islam Rafin,-31,Free
,"Crie um site profissional em menos de 24h
Aprenda a criar um site profissional em menos de 24h sem saber programarRating: 4.1 out of 530 reviews1.5 total hours6 lecturesAll Levels",https://www.udemy.com/course/crie-um-site-profissional-em-menos-de-24h/,https://img-c.udemycdn.com/course/240x135/2218482_65eb_2.jpg,Aprenda a criar um site profissional em menos de 24h sem saber programar,Rating: 4.1 out of 5,30 reviews,1.5 total hours,6 lectures,All Levels,Marlon Eriksson,-30,Free
,"Kütüphaneler için Hizmet Ortak Tasarımı: Xlibris Yaklaşımı
Kütüphane hizmetlerinin ortak tasarımında kullanılan Xlibris Yaklaşımının tüm aşamalarını içeren bir rehber.Rating: 4.0 out of 530 reviews1 total hour11 lecturesAll Levels",https://www.udemy.com/course/kutuphaneler-icin-hizmet-ortak-tasarim-xlibris/,https://img-c.udemycdn.com/course/240x135/923348_57b0.jpg,Kütüphane hizmetlerinin ortak tasarımında kullanılan Xlibris Yaklaşımının tüm aşamalarını içeren bir rehber.,Rating: 4.0 out of 5,30 reviews,1 total hour,11 lectures,All Levels,Xlibris Project,-30,Free
,"ウェブデザイナーってなに？初めてウェブデザイナーを目指すときに見る講座！
これからウェブデザイナーを目指したいと思っている方に向けて、ウェブデザイナーのことが体系的に分かる講座になっています。Rating: 4.9 out of 530 reviews38 total mins14 lecturesBeginner",https://www.udemy.com/course/webdesign-study/,https://img-c.udemycdn.com/course/240x135/4539780_fa4b.jpg,これからウェブデザイナーを目指したいと思っている方に向けて、ウェブデザイナーのことが体系的に分かる講座になっています。,Rating: 4.9 out of 5,30 reviews,38 total mins,14 lectures,Beginner,ヤスダ 先生,-30,Free
,"طريقة إنشاء موقع إلكتروني من الألف إلى الياء - موقع ووردبريس
تعلم خطوة بخطوة كيفية إنشاء موقع إلكتروني إحترافي من الألف إلى الياء وبدون أي خبرة في البرمجة أو التصميمRating: 4.7 out of 530 reviews1.5 total hours11 lecturesBeginner",https://www.udemy.com/course/hnfyjuwx/,https://img-c.udemycdn.com/course/240x135/4994636_c8c7_3.jpg,تعلم خطوة بخطوة كيفية إنشاء موقع إلكتروني إحترافي من الألف إلى الياء وبدون أي خبرة في البرمجة أو التصميم,Rating: 4.7 out of 5,30 reviews,1.5 total hours,11 lectures,Beginner,Create A Website With Hadi,-30,Free
,"Creo Parametric Tutorials in Hindi
Creo ParametricRating: 4.2 out of 530 reviews13 total mins2 lecturesIntermediate",https://www.udemy.com/course/creoparametric/,https://img-c.udemycdn.com/course/240x135/2861924_d138_2.jpg,Creo Parametric,Rating: 4.2 out of 5,30 reviews,13 total mins,2 lectures,Intermediate,Md Salman,-30,Free
